10473,199301,Hwang Il Soo,30,https://cdn.sofifa.org/players/4/19/199301.png,Brazil,https://cdn.sofifa.org/flags/167.png,65,65,Ulsan Hyundai FC,https://cdn.sofifa.org/teams/2/light/1473.png,€525K,€3K,1702,Right,1,2,3,High/ Medium,Normal,No,ST,11,30-Jan-18,,2022,5'8,150lbs,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,65+2,65+2,65+2,68+2,60+2,60+2,60+2,68+2,56+2,50+2,50+2,50+2,56+2,52+2,43+2,43+2,43+2,52+2,63,58,51,62,59,68,65,60,57,67,90,89,82,64,82,58,31,74,63,52,35,51,67,64,60,60,35,23,21,14,14,11,6,6,€656K
10476,214917,G. Sepúlveda,29,https://cdn.sofifa.org/players/4/19/214917.png,Brazil,https://cdn.sofifa.org/flags/55.png,65,65,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€425K,€1K,1526,Right,1,2,2,Medium/ Medium,Normal,No,CDM,17,20-Jul-16,,2018,5'11,165lbs,46+2,46+2,46+2,46+2,46+2,46+2,46+2,46+2,49+2,49+2,49+2,48+2,55+2,55+2,55+2,48+2,58+2,64+2,64+2,64+2,58+2,58+2,63+2,63+2,63+2,58+2,46,35,40,68,37,38,39,52,61,52,39,33,59,67,52,48,57,60,72,56,72,71,40,39,38,59,64,70,64,15,8,11,9,14,€574K
10480,243590,João Reis,26,https://cdn.sofifa.org/players/4/19/243590.png,Brazil,https://cdn.sofifa.org/flags/38.png,65,68,CD Tondela,https://cdn.sofifa.org/teams/2/light/112516.png,€550K,€2K,1593,Left,1,2,2,High/ Medium,Normal,No,LB,17,1-Jul-18,,2020,5'9,146lbs,48+2,48+2,48+2,56+2,51+2,51+2,51+2,56+2,54+2,54+2,54+2,58+2,56+2,56+2,56+2,58+2,63+2,61+2,61+2,61+2,63+2,63+2,62+2,62+2,62+2,63+2,69,35,51,65,35,70,26,33,68,55,75,59,80,52,78,30,69,66,61,31,55,52,41,39,36,49,69,71,72,11,10,6,15,8,€1.2M
10488,178312,D. Bassi,33,https://cdn.sofifa.org/players/4/19/178312.png,Brazil,https://cdn.sofifa.org/flags/27.png,65,65,Spezia,https://cdn.sofifa.org/teams/2/light/110741.png,€270K,€1K,1079,Right,1,2,1,Medium/ Medium,Lean,No,GK,30,12-Jul-17,,2019,6'3,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,18,14,11,29,12,18,10,12,28,21,40,34,49,65,49,23,65,30,60,15,34,20,10,32,22,58,11,19,12,65,61,58,66,66,€419K
10489,201353,J. Kempin,25,https://cdn.sofifa.org/players/4/19/201353.png,Brazil,https://cdn.sofifa.org/flags/95.png,65,67,Columbus Crew SC,https://cdn.sofifa.org/teams/2/light/687.png,€450K,€2K,1091,Right,1,2,1,Medium/ Medium,Normal,No,GK,24,7-Feb-18,,2019,6'1,174lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,12,19,33,12,14,16,9,37,18,58,56,38,53,29,22,68,45,53,13,34,22,14,14,22,45,11,12,12,67,65,68,64,66,€709K
10491,183945,F. Brustad,29,https://cdn.sofifa.org/players/4/19/183945.png,Brazil,https://cdn.sofifa.org/flags/36.png,65,65,Hamilton Academical FC,https://cdn.sofifa.org/teams/2/light/184.png,€550K,€3K,1633,Right,1,2,3,Medium/ Medium,Normal,No,ST,31,,Molde FK,30-Jun-19,6'3,192lbs,64+2,64+2,64+2,63+2,63+2,63+2,63+2,63+2,61+2,61+2,61+2,63+2,56+2,56+2,56+2,63+2,52+2,48+2,48+2,48+2,52+2,50+2,46+2,46+2,46+2,50+2,59,62,61,58,53,60,59,32,45,62,83,92,65,60,52,66,64,76,80,55,50,38,60,60,38,61,39,29,12,13,12,16,7,15,
10496,238475,O. Verdon,22,https://cdn.sofifa.org/players/4/19/238475.png,Brazil,https://cdn.sofifa.org/flags/99.png,65,72,FC Sochaux-Montbéliard,https://cdn.sofifa.org/teams/2/light/226.png,€650K,€2K,1387,Right,1,2,2,Medium/ Medium,Normal,No,RCB,5,1-Jul-18,,2020,6'3,187lbs,41+2,41+2,41+2,37+2,38+2,38+2,38+2,37+2,38+2,38+2,38+2,40+2,43+2,43+2,43+2,40+2,54+2,56+2,56+2,56+2,54+2,57+2,64+2,64+2,64+2,57+2,30,21,62,52,34,33,34,28,38,41,52,51,44,53,46,41,72,69,80,27,58,62,31,28,44,53,67,68,67,11,6,15,11,11,€1.3M
10497,193931,T. Brown,27,https://cdn.sofifa.org/players/4/19/193931.png,Brazil,https://cdn.sofifa.org/flags/50.png,65,65,Exeter City,https://cdn.sofifa.org/teams/2/light/143.png,€450K,€3K,1502,Right,1,2,2,Medium/ Medium,Normal,No,CB,39,3-Jul-15,,2019,6'1,170lbs,45+2,45+2,45+2,43+2,43+2,43+2,43+2,43+2,44+2,44+2,44+2,46+2,50+2,50+2,50+2,46+2,56+2,59+2,59+2,59+2,56+2,59+2,63+2,63+2,63+2,59+2,34,25,63,58,25,30,33,30,56,48,60,67,71,53,63,51,84,79,84,20,61,60,38,41,35,53,62,64,62,6,9,10,12,8,€788K
10502,177036,K. Guédé,33,https://cdn.sofifa.org/players/4/19/177036.png,Brazil,https://cdn.sofifa.org/flags/43.png,65,65,SV Sandhausen,https://cdn.sofifa.org/teams/2/light/110178.png,€350K,€2K,1668,Right,1,2,2,Medium/ High,Stocky,No,ST,21,1-Jul-18,,2019,6'0,192lbs,63+2,63+2,63+2,56+2,60+2,60+2,60+2,56+2,58+2,58+2,58+2,57+2,59+2,59+2,59+2,57+2,57+2,61+2,61+2,61+2,57+2,57+2,62+2,62+2,62+2,57+2,48,65,63,64,63,58,46,34,53,52,50,50,36,68,57,75,51,74,88,61,85,59,63,56,47,66,51,60,52,5,8,9,9,8,€560K
10503,186508,A. Østbø,27,https://cdn.sofifa.org/players/4/19/186508.png,Brazil,https://cdn.sofifa.org/flags/36.png,65,69,Rosenborg BK,https://cdn.sofifa.org/teams/2/light/298.png,€475K,€2K,1019,Right,1,2,1,Medium/ Medium,Lean,No,GK,24,9-Jan-17,,2019,6'0,165lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,8,8,22,7,7,13,8,12,13,21,23,57,68,56,22,54,20,68,9,27,25,16,53,23,46,23,14,10,63,64,62,61,67,€653K
10509,237198,A. Leautey,22,https://cdn.sofifa.org/players/4/19/237198.png,Brazil,https://cdn.sofifa.org/flags/18.png,65,73,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,€800K,€2K,1605,Right,1,2,2,Medium/ Medium,Normal,No,LM,12,12-Jan-17,,2020,5'8,150lbs,56+2,56+2,56+2,64+2,61+2,61+2,61+2,64+2,62+2,62+2,62+2,64+2,55+2,55+2,55+2,64+2,50+2,45+2,45+2,45+2,50+2,47+2,36+2,36+2,36+2,47+2,64,59,28,63,59,64,62,60,58,61,82,87,83,54,83,50,56,62,43,41,42,18,62,61,58,59,41,24,30,14,11,11,6,8,€1.6M
10511,215695,L. Nielsen,31,https://cdn.sofifa.org/players/4/19/215695.png,Brazil,https://cdn.sofifa.org/flags/13.png,65,65,Trelleborgs FF,https://cdn.sofifa.org/teams/2/light/703.png,€375K,€1K,1384,Right,1,2,2,Medium/ Medium,Normal,No,CB,15,29-Jan-18,,2020,6'2,168lbs,44+2,44+2,44+2,39+2,41+2,41+2,41+2,39+2,41+2,41+2,41+2,42+2,45+2,45+2,45+2,42+2,53+2,56+2,56+2,56+2,53+2,57+2,63+2,63+2,63+2,57+2,27,31,71,55,29,30,30,21,41,42,49,58,42,58,54,35,61,64,75,21,59,59,39,34,39,61,60,69,67,15,11,12,12,14,€469K
10513,225168,V. Jacob,24,https://cdn.sofifa.org/players/4/19/225168.png,Brazil,https://cdn.sofifa.org/flags/18.png,65,70,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,€725K,€2K,1647,Right,1,2,3,Medium/ Medium,Lean,No,CAM,18,1-Jul-18,,2021,5'7,148lbs,57+2,57+2,57+2,62+2,62+2,62+2,62+2,62+2,64+2,64+2,64+2,62+2,61+2,61+2,61+2,62+2,52+2,52+2,52+2,52+2,52+2,50+2,43+2,43+2,43+2,50+2,52,58,34,65,67,64,62,65,57,66,60,65,74,62,83,61,56,64,40,55,36,42,61,71,62,68,44,42,29,8,14,9,8,11,€1.3M
